ID;Name;global_id;AdmArea;District;Address;Capacity;DepartamentalAffiliation;ObjectOperOrgName;ObjectOperOrgPhone;Longitude_WGS84;Latitude_WGS84;geoData
2655;Велосипедная парковка № 080000911061;282199803;Центральный административный округ;Таганский район;Николоямская улица, дом 1 Государственная библиотека иностранной литературы;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6553607;55.747213;{type=Point, coordinates=[37.65536070035, 55.747213000244]}
2656;Велосипедная парковка № 080000910753;282199804;Центральный административный округ;район Арбат;Государственный литературный музей;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5843606;55.7547398;{type=Point, coordinates=[37.584360600155, 55.754739799964]}
2657;Велосипедная парковка № 080000910754;282199805;Центральный административный округ;район Арбат;Государственный литературный музей;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5843606;55.7547398;{type=Point, coordinates=[37.584360600155, 55.754739799964]}
2658;Велосипедная парковка № 080000911058;282199806;Центральный административный округ;Таганский район;улица Нижняя Радищевская, дом 2 «дом Русского Зарубежья им. Александра Солженицына»;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6494319;55.7429218;{type=Point, coordinates=[37.649431900323, 55.742921799814]}
2659;Велосипедная парковка № 080000911059;282199807;Центральный административный округ;Таганский район;улица Нижняя Радищевская, дом 2 «дом Русского Зарубежья им. Александра Солженицына»;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6494319;55.7429218;{type=Point, coordinates=[37.649431900323, 55.742921799814]}
2660;Велосипедная парковка № 080000911032;282199808;Центральный административный округ;Басманный район;площадь Цезаря Куникова Кинотеатр 35 мм ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6520454;55.7637969;{type=Point, coordinates=[37.65204540042, 55.763796899782]}
2661;Велосипедная парковка № 080000911033;282199809;Центральный административный округ;Басманный район;площадь Цезаря Куникова Кинотеатр 35 мм ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6520454;55.7637969;{type=Point, coordinates=[37.65204540042, 55.763796899782]}
2662;Велосипедная парковка № 080000910921;282199810;Центральный административный округ;район Якиманка;улица Серафимовича, дом 2 корпус 8, Кинотеатр Ударник;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6085479;55.7446152;{type=Point, coordinates=[37.608547899978, 55.744615200184]}
2663;Велосипедная парковка № 080000910922;282199811;Центральный административный округ;район Якиманка;улица Серафимовича, дом 2, корпус 8, Кинотеатр Ударник;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6085479;55.7446152;{type=Point, coordinates=[37.608547899978, 55.744615200184]}
2664;Велосипедная парковка № 080000911047;282199812;Центральный административный округ;Таганский район;Котельническая набережная, дом 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6403027;55.7472482;{type=Point, coordinates=[37.640302700281, 55.747248199952]}
2665;Велосипедная парковка № 080000911048;282199813;Центральный административный округ;Таганский район;Котельническая набережная, дом 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6403027;55.7472482;{type=Point, coordinates=[37.640302700281, 55.747248199952]}
2666;Велосипедная парковка № 080000910973;282199814;Центральный административный округ;Мещанский район;Кузнецкий мост улица, дом 11, строение 1 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6196949;55.762237;{type=Point, coordinates=[37.619694900303, 55.762236999783]}
2667;Велосипедная парковка № 080000910974;282199816;Центральный административный округ;Мещанский район;Кузнецкий мост улица, дом 11, строение 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6196949;55.762237;{type=Point, coordinates=[37.619694900303, 55.762236999783]}
2668;Велосипедная парковка № 080000910980;282199817;Центральный административный округ;Тверской район;Кузнецкий мост улица, дом 2 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.613998;55.7607498;{type=Point, coordinates=[37.613998000366, 55.76074980015]}
2669;Велосипедная парковка № 080000910979;282199818;Центральный административный округ;Тверской район;Кузнецкий мост улица, дом 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.613998;55.7607498;{type=Point, coordinates=[37.613998000366, 55.76074980015]}
2670;Велосипедная парковка № 080000910817;282199819;Центральный административный округ;Тверской район;улица Малая Дмитровка, дом 6 Театр «Ленком»;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6044569;55.767794;{type=Point, coordinates=[37.604456900309, 55.767794000063]}
2671;Велосипедная парковка № 080000910818;282199820;Центральный административный округ;Тверской район;улица Малая Дмитровка, дом 6 Театр «Ленком»;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6044569;55.767794;{type=Point, coordinates=[37.604456900309, 55.767794000063]}
2672;Велосипедная парковка № 080000910814;282199821;Центральный административный округ;Басманный район;Лубянский проезд, дом 27/1, строение 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6329899;55.754143;{type=Point, coordinates=[37.632989900032, 55.754143000249]}
2674;Велосипедная парковка № 080000910913;282199823;Центральный административный округ;район Арбат;улица Арбат, дом 52, строение 1, МИД РФ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5812749;55.747229;{type=Point, coordinates=[37.58127489973, 55.747228999839]}
2675;Велосипедная парковка № 080000910914;282199824;Центральный административный округ;район Арбат;улица Арбат, дом 52, строение 1, МИД РФ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5812749;55.747229;{type=Point, coordinates=[37.58127489973, 55.747228999839]}
2676;Велосипедная парковка № 080000910704;282199825;Центральный административный округ;Пресненский район;Тверской бульвар, дом 22-24-28;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5986953;55.7672243;{type=Point, coordinates=[37.598695300113, 55.767224300054]}
2677;Велосипедная парковка № 080000910705;282199826;Центральный административный округ;Пресненский район;Тверской бульвар, дом 22-24-28;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5986953;55.7672243;{type=Point, coordinates=[37.598695300113, 55.767224300054]}
2678;Велосипедная парковка № 080000910706;282199827;Центральный административный округ;Пресненский район;Тверской бульвар, дом 22-24-28;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5986953;55.7672243;{type=Point, coordinates=[37.598695300113, 55.767224300054]}
2679;Велосипедная парковка № 080000910813;282199828;Центральный административный округ;Мещанский район;Трубная пл., дом 2 ТЦ Неглинная плаза;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6202092;55.7666289;{type=Point, coordinates=[37.620209200176, 55.766628900198]}
2680;Велосипедная парковка № 080000910894;282199829;Центральный административный округ;Пресненский район;Никитский бульвар, дом 12;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5977909;55.7561298;{type=Point, coordinates=[37.597790899641, 55.756129799968]}
2681;Велосипедная парковка № 080000910895;282199830;Центральный административный округ;Пресненский район;Никитский бульвар, дом 12;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5977909;55.7561298;{type=Point, coordinates=[37.597790899641, 55.756129799968]}
2682;Велосипедная парковка № 080000910892;282199831;Центральный административный округ;Пресненский район;Никитский бульвар, дом 7, вблизи музея Гоголя;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5976029;55.753737;{type=Point, coordinates=[37.597602900218, 55.753736999813]}
2683;Велосипедная парковка № 080000910893;282199832;Центральный административный округ;Пресненский район;Никитский бульвар, дом 7, вблизи музея Гоголя;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5976029;55.753737;{type=Point, coordinates=[37.597602900218, 55.753736999813]}
2684;Велосипедная парковка № 080000910803;282199833;Центральный административный округ;Тверской район;Никольская улица, дом 25 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6227802;55.7591185;{type=Point, coordinates=[37.622780200079, 55.759118500132]}
2685;Велосипедная парковка № 080000910804;282199835;Центральный административный округ;Тверской район;Никольская улица, дом 25;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6227802;55.7591185;{type=Point, coordinates=[37.622780200079, 55.759118500132]}
2686;Велосипедная парковка № 080000910717;282199836;Центральный административный округ;Тверской район;Патриаршие пруды;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5900589;55.7638717;{type=Point, coordinates=[37.590058899666, 55.763871700049]}
2687;Велосипедная парковка № 080000910718;282199837;Центральный административный округ;Тверской район;Патриаршие пруды;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5900589;55.7638717;{type=Point, coordinates=[37.590058899666, 55.763871700049]}
2688;Велосипедная парковка № 080000911053;282199838;Центральный административный округ;Таганский район;Певческий переулок 1/2 строение 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6400458;55.751859;{type=Point, coordinates=[37.640045800076, 55.751859000081]}
2689;Велосипедная парковка № 080000911054;282199839;Центральный административный округ;Таганский район;Певческий переулок 1/2 строение 1 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6400458;55.751859;{type=Point, coordinates=[37.640045800076, 55.751859000081]}
2690;Велосипедная парковка № 080000910760;282199840;Центральный административный округ;Тверской район;улица Петровка, дом 7 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6149727;55.762316;{type=Point, coordinates=[37.614972700297, 55.762316000022]}
2691;Велосипедная парковка № 080000910761;282199841;Центральный административный округ;Тверской район;улица Петровка, дом 7 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6149727;55.762316;{type=Point, coordinates=[37.614972700297, 55.762316000022]}
2692;Велосипедная парковка № 080000911078;282199842;Центральный административный округ;Басманный район;Красные Ворота площадь;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6483873;55.7684671;{type=Point, coordinates=[37.648387299785, 55.768467099988]}
2693;Велосипедная парковка № 080000911079;282199844;Центральный административный округ;Басманный район;Красные Ворота площадь;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6483873;55.7684671;{type=Point, coordinates=[37.648387299785, 55.768467099988]}
2694;Велосипедная парковка № 080000911008;282199845;Центральный административный округ;Басманный район;Покровские ворота площадь, дом 17;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6435757;55.7601472;{type=Point, coordinates=[37.643575700341, 55.760147199921]}
2695;Велосипедная парковка № 080000911009;282199846;Центральный административный округ;Басманный район;Покровские ворота площадь, дом 17;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6435757;55.7601472;{type=Point, coordinates=[37.643575700341, 55.760147199921]}
2696;Велосипедная парковка № 080000911028;282199847;Центральный административный округ;Таганский район;Подколокольный переулок, дом 18;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.645835;55.753133;{type=Point, coordinates=[37.645835000111, 55.753133000082]}
2697;Велосипедная парковка № 080000911029;282199848;Центральный административный округ;Таганский район;Подколокольный переулок, дом 18;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.645835;55.753133;{type=Point, coordinates=[37.645835000111, 55.753133000082]}
2698;Велосипедная парковка № 080000911026;282199849;Центральный административный округ;Басманный район;Покровский бульвар, дом 5;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6465875;55.7559144;{type=Point, coordinates=[37.64658749996, 55.755914400099]}
2699;Велосипедная парковка № 080000911027;282199850;Центральный административный округ;Басманный район;Покровский бульвар, дом 5 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6465875;55.7559144;{type=Point, coordinates=[37.64658749996, 55.755914400099]}
2700;Велосипедная парковка № 080000910966;282199851;Центральный административный округ;район Хамовники;Пречистенская набережная, дом 45/1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6061619;55.746613;{type=Point, coordinates=[37.606161900023, 55.746613000074]}
2701;Велосипедная парковка № 080000910967;282199852;Центральный административный округ;район Хамовники;Пречистенский переулок, дом 7А ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5987737;55.7363911;{type=Point, coordinates=[37.598773699681, 55.736391099875]}
2702;Велосипедная парковка № 080000910968;282199853;Центральный административный округ;район Хамовники;Пречистенский переулок, дом 7А ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5987737;55.7363911;{type=Point, coordinates=[37.598773699681, 55.736391099875]}
2703;Велосипедная парковка № 080000910809;282199854;Центральный административный округ;Тверской район;Пушкинская площадь;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6037617;55.7660642;{type=Point, coordinates=[37.603761700399, 55.766064199952]}
2705;Велосипедная парковка № 080000910821;282199857;Центральный административный округ;район Замоскворечье;Пятницкая улица, дом 18 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6255138;55.7420799;{type=Point, coordinates=[37.625513800438, 55.74207990004]}
2706;Велосипедная парковка № 080000910822;282199858;Центральный административный округ;район Замоскворечье;Пятницкая улица, дом 69 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6253629;55.731779;{type=Point, coordinates=[37.62536289964, 55.731779000238]}
2707;Велосипедная парковка № 080000910797;282199859;Центральный административный округ;Тверской район;улица Садово-Самотечная, дом 1 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6101729;55.773845;{type=Point, coordinates=[37.610172900225, 55.77384499996]}
2709;Велосипедная парковка № 080000911050;282199861;Центральный административный округ;Таганский район;Серебряническая набережная, дом 29;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6502574;55.7504815;{type=Point, coordinates=[37.650257399967, 55.750481499768]}
2711;Велосипедная парковка № 080000911075;282199863;Центральный административный округ;Мещанский район;улица Сретенка, дом 29;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6285945;55.7719478;{type=Point, coordinates=[37.628594499941, 55.771947799748]}
2712;Велосипедная парковка № 080000910762;282199864;Центральный административный округ;Тверской район;Столешников переулок;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.61157;55.7627071;{type=Point, coordinates=[37.611569999681, 55.762707100075]}
2713;Велосипедная парковка № 080000910763;282199865;Центральный административный округ;Тверской район;Столешников переулок ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.61157;55.7627071;{type=Point, coordinates=[37.611569999681, 55.762707100075]}
2714;Велосипедная парковка № 080000910811;282199866;Центральный административный округ;Тверской район;Тверская площадь;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.60376;55.7643974;{type=Point, coordinates=[37.603759999888, 55.764397399815]}
2715;Велосипедная парковка № 080000910812;282199867;Центральный административный округ;Тверской район;Тверская площадь;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.60376;55.7643974;{type=Point, coordinates=[37.603759999888, 55.764397399815]}
2716;Велосипедная парковка № 080000910709;282199869;Центральный административный округ;Тверской район;Тверской бульвар, дом 13 ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5972659;55.760144;{type=Point, coordinates=[37.597265899934, 55.76014399995]}
2717;Велосипедная парковка № 080000910710;282199870;Центральный административный округ;Тверской район;Тверской бульвар, дом 13;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5972659;55.760144;{type=Point, coordinates=[37.597265899934, 55.76014399995]}
2718;Велосипедная парковка № 080000910900;282199871;Центральный административный округ;район Арбат;улица Арбат, дом 26, Театр им. Вахтангова;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5865926;55.7465641;{type=Point, coordinates=[37.586592600124, 55.746564100001]}
2719;Велосипедная парковка № 080000910901;282199872;Центральный административный округ;район Арбат;улица Арбат, дом 26, Театр им. Вахтангова;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5865926;55.7465641;{type=Point, coordinates=[37.586592600124, 55.746564100001]}
2720;Велосипедная парковка № 080000910719;282199873;Центральный административный округ;Тверской район;Театр Моссовета;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5942882;55.7685642;{type=Point, coordinates=[37.594288200363, 55.76856419985]}
2721;Велосипедная парковка № 080000910779;282199874;Центральный административный округ;Тверской район;Цветной бульвар, дом 13 Цирк на Цветном бульваре;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6174718;55.7706358;{type=Point, coordinates=[37.617471799943, 55.770635800159]}
2722;Велосипедная парковка № 080000910780;282199875;Центральный административный округ;Тверской район;Цветной бульвар, дом 13 Цирк на Цветном бульваре;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6174718;55.7706358;{type=Point, coordinates=[37.617471799943, 55.770635800159]}
2723;Велосипедная парковка № 080000910805;282199876;Центральный административный округ;Тверской район;Петровка улица, дом 2 ЦУМ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6189332;55.7603783;{type=Point, coordinates=[37.618933199909, 55.760378300204]}
2724;Велосипедная парковка № 080000910806;282199877;Центральный административный округ;Тверской район;Петровка улица, дом 2 ЦУМ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6189332;55.7603783;{type=Point, coordinates=[37.618933199909, 55.760378300204]}
2726;Велосипедная парковка № 080000910808;282199879;Центральный административный округ;Тверской район;Петровка улица, дом 2 ЦУМ;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6189332;55.7603783;{type=Point, coordinates=[37.618933199909, 55.760378300204]}
2727;Велосипедная парковка № 080000910727;282199880;Северо-Восточный административный округ;Бутырский район;Клиника профессора Калиниченко;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5845179;55.794882;{type=Point, coordinates=[37.584517899653, 55.794881999883]}
2728;Велосипедная парковка № 080000910728;282199881;Северо-Восточный административный округ;Бутырский район;Клиника профессора Калиниченко;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5845179;55.794882;{type=Point, coordinates=[37.584517899653, 55.794881999883]}
2729;Велосипедная парковка № 080000910801;282199882;Центральный административный округ;Тверской район;Георгиевский переулок, дом 3, строение 3;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6131539;55.7595209;{type=Point, coordinates=[37.613153900206, 55.759520899811]}
2730;Велосипедная парковка № 080000910802;282199883;Центральный административный округ;Тверской район;Георгиевский переулок, дом 3, строение 3;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6131539;55.7595209;{type=Point, coordinates=[37.613153900206, 55.759520899811]}
2731;Велосипедная парковка № 080000910729;282199885;Центральный административный округ;Пресненский район;Дом-музей Чехова;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.5840409;55.7603274;{type=Point, coordinates=[37.584040899627, 55.760327400163]}
2732;Велосипедная парковка № 080000911010;282199886;Центральный административный округ;Басманный район;Нижняя Сыромятническая улица, дом 10;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6682782;55.7526826;{type=Point, coordinates=[37.668278200149, 55.752682600086]}
2733;Велосипедная парковка № 080000911011;282199887;Центральный административный округ;Басманный район;Нижняя Сыромятническая улица, дом 10;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6682782;55.7526826;{type=Point, coordinates=[37.668278200149, 55.752682600086]}
2734;Велосипедная парковка № 080000911012;282199888;Центральный административный округ;Басманный район;Нижняя Сыромятническая улица, дом 10;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.6682782;55.7526826;{type=Point, coordinates=[37.668278200149, 55.752682600086]}
